s,t,Open,High,Low,Close,Volume,Date
ok,1116374400,130.76,131.65,129.55,131.16,18050581,2005-05-18 05:30:00
ok,1116460800,131.5,132.49,129.44,129.85,12231671,2005-05-19 05:30:00
ok,1116547200,130.02,130.49,127.69,128.9,17102324,2005-05-20 05:30:00
ok,1116806400,129.77,131.99,129.27,131.54,8283137,2005-05-23 05:30:00
ok,1116892800,132.04,132.68,130.41,131.5,14798196,2005-05-24 05:30:00
ok,1116979200,130.76,132.25,130.15,131.42,16277628,2005-05-25 05:30:00
ok,1117065600,131.5,132.13,130.4,131.35,31372837,2005-05-26 05:30:00
ok,1117152000,131.53,133.58,131.1,131.57,16931419,2005-05-27 05:30:00
ok,1117411200,131.63,132.42,130.02,130.46,9214709,2005-05-30 05:30:00
ok,1117497600,130.51,133.22,129.87,132.49,21890874,2005-05-31 05:30:00
ok,1117584000,133.24,134.77,132.74,133.98,17792013,2005-06-01 05:30:00
ok,1117670400,134.72,135.05,130.9,131.23,15461331,2005-06-02 05:30:00
ok,1117756800,130.76,137.65,130.76,136.99,37917699,2005-06-03 05:30:00
ok,1117843200,137.69,139.36,136.48,137.5,16291628,2005-06-04 05:30:00
ok,1118016000,137.2,140.2,135.96,136.78,25275719,2005-06-06 05:30:00
ok,1118102400,136.7,137.65,134.97,135.68,17002127,2005-06-07 05:30:00
ok,1118188800,136.54,138.69,136.21,138.31,20902743,2005-06-08 05:30:00
ok,1118275200,138.88,139.62,137.87,138.46,16347997,2005-06-09 05:30:00
ok,1118361600,138.93,141.01,138.93,140.31,25480849,2005-06-10 05:30:00
ok,1118620800,140.4,148.57,138.85,141.06,13166954,2005-06-13 05:30:00
ok,1118707200,141.41,142.4,139.87,142.17,13369968,2005-06-14 05:30:00
ok,1118793600,140.61,142.9,140.61,142.39,14010200,2005-06-15 05:30:00
ok,1118880000,142.9,147.35,142.65,146.18,33222554,2005-06-16 05:30:00
ok,1118966400,146.11,149.97,144.63,148.66,36456837,2005-06-17 05:30:00
ok,1119225600,154.78,159.91,152.64,156.15,97315524,2005-06-20 05:30:00
ok,1119312000,156.52,160.48,153.79,160.02,66528019,2005-06-21 05:30:00
ok,1119398400,159.24,163.45,158.99,162.1,51833703,2005-06-22 05:30:00
ok,1119484800,162.01,162.23,160.16,161.12,25888202,2005-06-23 05:30:00
ok,1119571200,160.73,163.08,159.26,162.13,26031524,2005-06-24 05:30:00
ok,1119830400,160.48,167.17,159.81,160.65,50238556,2005-06-27 05:30:00
ok,1119916800,165.93,165.93,155.32,155.91,40425847,2005-06-28 05:30:00
ok,1120003200,157.01,160.23,156.69,158.96,35661424,2005-06-29 05:30:00
ok,1120089600,160.48,161.76,157.68,159.13,29055072,2005-06-30 05:30:00
ok,1120176000,159.24,159.74,157.89,158.53,14188297,2005-07-01 05:30:00
ok,1120435200,158.99,160.86,158.25,159.59,15404445,2005-07-04 05:30:00
ok,1120521600,159.49,160.48,157.63,158.02,18980566,2005-07-05 05:30:00
ok,1120608000,157.84,160.23,157.84,159.79,13556940,2005-07-06 05:30:00
ok,1120694400,158.84,158.84,150.9,152.05,35274535,2005-07-07 05:30:00
ok,1120780800,155.53,155.53,152.31,153.62,22374734,2005-07-08 05:30:00
ok,1121040000,153.09,157.51,153.09,156.99,16651705,2005-07-11 05:30:00
ok,1121126400,157.24,159.49,156.16,158.08,20726416,2005-07-12 05:30:00
ok,1121212800,158.5,158.84,155.8,156.26,11060841,2005-07-13 05:30:00
ok,1121299200,156.44,160.2,153.82,158.87,34022316,2005-07-14 05:30:00
ok,1121385600,159.24,165.93,159.24,165.1,28665797,2005-07-15 05:30:00
ok,1121644800,165.18,166.64,163.0,163.9,31654494,2005-07-18 05:30:00
ok,1121731200,164.44,166.37,163.73,164.61,21354041,2005-07-19 05:30:00
ok,1121817600,164.94,169.15,164.94,168.19,23524559,2005-07-20 05:30:00
ok,1121904000,167.41,169.97,166.1,167.98,20078144,2005-07-21 05:30:00
ok,1121990400,168.4,171.23,167.95,170.77,15451583,2005-07-22 05:30:00
ok,1122249600,171.23,172.3,169.54,170.28,22229292,2005-07-25 05:30:00
ok,1122336000,169.64,171.47,168.45,171.17,17796899,2005-07-26 05:30:00
ok,1122422400,171.5,174.58,170.73,173.08,30533834,2005-07-27 05:30:00
ok,1122595200,172.86,176.31,171.62,174.19,30744129,2005-07-29 05:30:00
ok,1122854400,174.1,175.81,172.49,175.28,17993242,2005-08-01 05:30:00
ok,1122940800,176.31,184.87,176.08,183.63,36715106,2005-08-02 05:30:00
ok,1123027200,188.17,188.2,176.0,176.95,105536537,2005-08-03 05:30:00
ok,1123113600,177.57,187.15,177.57,180.59,58413368,2005-08-04 05:30:00
ok,1123200000,180.79,183.24,178.89,179.74,32463406,2005-08-05 05:30:00
ok,1123459200,185.69,197.87,175.12,176.16,44882194,2005-08-08 05:30:00
ok,1123545600,176.82,179.5,174.0,175.26,35950656,2005-08-09 05:30:00
ok,1123632000,178.24,178.97,175.64,178.18,29487323,2005-08-10 05:30:00
ok,1123718400,178.97,180.67,176.58,177.72,26690734,2005-08-11 05:30:00
ok,1123804800,178.26,178.98,173.89,174.4,26084623,2005-08-12 05:30:00
ok,1124150400,174.48,175.83,172.64,173.31,21012385,2005-08-16 05:30:00
ok,1124236800,173.36,177.81,172.12,177.06,28258593,2005-08-17 05:30:00
ok,1124323200,178.31,184.25,174.66,175.43,35026017,2005-08-18 05:30:00
ok,1124409600,185.74,185.74,174.14,174.78,26166968,2005-08-19 05:30:00
ok,1124668800,175.76,176.72,172.02,173.19,20468627,2005-08-22 05:30:00
ok,1124755200,174.59,174.97,169.17,169.68,26694344,2005-08-23 05:30:00
ok,1124841600,170.14,172.61,169.18,172.09,27926543,2005-08-24 05:30:00
ok,1124928000,173.24,173.55,171.61,172.46,29080475,2005-08-25 05:30:00
ok,1125014400,173.23,174.33,171.77,173.05,14635520,2005-08-26 05:30:00
ok,1125273600,174.84,179.55,171.64,173.45,18445327,2005-08-29 05:30:00
ok,1125360000,174.1,175.78,173.13,175.24,18164886,2005-08-30 05:30:00
ok,1125446400,176.33,179.24,175.41,178.16,27103123,2005-08-31 05:30:00
ok,1125532800,178.06,180.66,178.06,179.97,21556898,2005-09-01 05:30:00
ok,1125619200,179.55,181.43,178.34,180.92,20062634,2005-09-02 05:30:00
ok,1125878400,181.28,182.6,180.34,180.88,15057999,2005-09-05 05:30:00
ok,1125964800,180.79,182.0,179.68,180.52,12519623,2005-09-06 05:30:00
ok,1126137600,181.78,184.63,181.62,182.94,21439504,2005-09-08 05:30:00
ok,1126224000,183.26,184.5,181.93,183.68,16533822,2005-09-09 05:30:00
ok,1126483200,184.57,186.71,184.29,186.36,15223812,2005-09-12 05:30:00
ok,1126569600,186.48,188.09,185.73,186.31,22033376,2005-09-13 05:30:00
ok,1126656000,185.74,187.23,182.41,183.5,17122199,2005-09-14 05:30:00
ok,1126742400,183.64,189.2,182.05,188.41,21946888,2005-09-15 05:30:00
ok,1126828800,189.2,190.17,187.22,189.23,15760718,2005-09-16 05:30:00
ok,1127088000,191.78,208.03,187.72,189.26,15547633,2005-09-19 05:30:00
ok,1127174400,189.45,193.42,187.23,192.66,39030069,2005-09-20 05:30:00
ok,1127260800,193.17,194.41,185.74,193.73,46248553,2005-09-21 05:30:00
ok,1127347200,194.16,194.16,185.74,186.85,33965160,2005-09-22 05:30:00
ok,1127433600,190.2,190.2,183.04,185.18,42669052,2005-09-23 05:30:00
ok,1127692800,185.74,194.04,185.74,193.24,26075485,2005-09-26 05:30:00
ok,1127779200,195.63,197.13,193.19,195.15,28762364,2005-09-27 05:30:00
ok,1127865600,195.65,199.03,194.41,198.24,28177746,2005-09-28 05:30:00
ok,1127952000,198.12,201.44,198.12,200.18,28826151,2005-09-29 05:30:00
ok,1128038400,199.61,200.58,193.42,196.53,34875738,2005-09-30 05:30:00
ok,1128297600,194.41,198.82,194.41,196.71,19415700,2005-10-03 05:30:00
ok,1128384000,197.13,200.33,196.72,199.78,17499037,2005-10-04 05:30:00
ok,1128470400,200.1,200.58,197.65,198.64,15547754,2005-10-05 05:30:00
ok,1128556800,198.12,198.12,194.88,195.86,24115197,2005-10-06 05:30:00
ok,1128643200,196.87,196.87,192.11,195.25,32237088,2005-10-07 05:30:00
ok,1128902400,195.4,196.37,193.25,193.9,15000802,2005-10-10 05:30:00
ok,1128988800,194.9,195.84,191.19,195.35,15312675,2005-10-11 05:30:00
ok,1129161600,194.59,196.37,191.47,192.0,24394056,2005-10-13 05:30:00
ok,1129248000,191.93,192.52,188.59,189.18,29493138,2005-10-14 05:30:00
ok,1129507200,192.52,193.12,187.99,190.94,25134566,2005-10-17 05:30:00
ok,1129593600,192.52,193.52,185.37,187.34,25362805,2005-10-18 05:30:00
ok,1129680000,185.78,187.67,182.02,185.08,35340769,2005-10-19 05:30:00
ok,1129766400,186.98,189.68,182.54,185.28,30714043,2005-10-20 05:30:00
ok,1129852800,186.73,191.44,184.08,190.99,38374371,2005-10-21 05:30:00
ok,1130112000,190.74,192.05,186.73,187.5,19705901,2005-10-24 05:30:00
ok,1130198400,188.48,193.02,188.24,190.1,20263844,2005-10-25 05:30:00
ok,1130284800,190.67,191.91,188.55,189.1,17045329,2005-10-26 05:30:00
ok,1130371200,189.7,190.64,184.54,185.82,42886151,2005-10-27 05:30:00
ok,1130457600,186.98,187.89,182.65,183.66,24838675,2005-10-28 05:30:00
ok,1130716800,182.65,189.43,182.65,188.84,19206737,2005-10-31 05:30:00
ok,1130803200,192.43,193.15,188.78,189.75,6791733,2005-11-01 05:30:00
ok,1130889600,189.15,193.02,187.41,192.6,20801517,2005-11-02 05:30:00
ok,1131321600,189.43,195.82,189.43,195.15,20621995,2005-11-07 05:30:00
ok,1131408000,196.88,196.88,193.79,195.76,17551934,2005-11-08 05:30:00
ok,1131494400,196.14,198.35,194.93,195.93,17168893,2005-11-09 05:30:00
ok,1131580800,196.49,196.97,193.94,194.59,12995173,2005-11-10 05:30:00
ok,1131667200,194.9,199.18,194.9,196.98,20305661,2005-11-11 05:30:00
ok,1131926400,196.88,198.86,194.68,197.75,12968765,2005-11-14 05:30:00
ok,1132099200,198.37,202.83,198.37,202.45,23316461,2005-11-16 05:30:00
ok,1132185600,182.02,206.04,182.02,205.38,24115161,2005-11-17 05:30:00
ok,1132272000,206.04,206.79,203.97,204.6,15005442,2005-11-18 05:30:00
ok,1132531200,204.56,206.51,203.27,205.32,20786383,2005-11-21 05:30:00
ok,1132617600,205.45,207.77,201.84,202.91,27681853,2005-11-22 05:30:00
ok,1132704000,203.32,206.52,202.75,206.05,23258008,2005-11-23 05:30:00
ok,1132790400,206.29,210.11,206.29,209.05,23655965,2005-11-24 05:30:00
ok,1132876800,209.51,209.51,207.13,208.69,18973212,2005-11-25 05:30:00
ok,1132963200,209.02,210.01,208.56,209.49,3196726,2005-11-26 05:30:00
ok,1133136000,209.51,210.5,208.71,209.99,15162678,2005-11-28 05:30:00
ok,1133222400,210.31,214.44,208.18,210.05,32640686,2005-11-29 05:30:00
ok,1133308800,210.55,211.86,205.33,206.23,25630309,2005-11-30 05:30:00
ok,1133395200,206.29,208.85,205.62,207.92,24545118,2005-12-01 05:30:00
ok,1133481600,208.52,210.31,206.79,207.88,16350500,2005-12-02 05:30:00
ok,1133740800,209.76,210.98,207.04,208.1,15513057,2005-12-05 05:30:00
ok,1133827200,208.52,209.71,205.55,207.23,20329185,2005-12-06 05:30:00
ok,1133913600,208.03,210.48,205.3,208.89,21314203,2005-12-07 05:30:00
ok,1134000000,210.5,211.05,206.86,209.55,19119135,2005-12-08 05:30:00
ok,1134086400,208.03,214.2,208.03,213.81,26156667,2005-12-09 05:30:00
ok,1134345600,214.5,216.3,213.0,213.77,10776168,2005-12-12 05:30:00
ok,1134432000,214.45,216.58,212.81,215.85,16191612,2005-12-13 05:30:00
ok,1134518400,215.5,216.3,211.99,213.47,15961560,2005-12-14 05:30:00
ok,1134604800,213.97,214.2,207.81,209.34,21291082,2005-12-15 05:30:00
ok,1134691200,210.5,211.5,208.55,210.35,19491245,2005-12-16 05:30:00
ok,1134950400,211.5,213.36,211.5,212.28,9863828,2005-12-19 05:30:00
ok,1135036800,212.93,214.65,211.07,211.63,14631087,2005-12-20 05:30:00
ok,1135123200,212.02,213.82,210.28,213.02,15179056,2005-12-21 05:30:00
ok,1135209600,213.97,215.4,211.3,211.98,23132421,2005-12-22 05:30:00
ok,1135296000,211.74,212.98,208.08,208.75,23454521,2005-12-23 05:30:00
ok,1135555200,208.03,208.5,204.81,206.23,21494246,2005-12-26 05:30:00
ok,1135641600,206.79,215.44,205.1,214.69,23794005,2005-12-27 05:30:00
ok,1135728000,215.46,220.39,214.96,216.08,43760723,2005-12-28 05:30:00
ok,1135814400,214.96,221.65,214.96,220.69,36681664,2005-12-29 05:30:00
ok,1135900800,222.39,223.11,219.24,220.24,19978908,2005-12-30 05:30:00
ok,1136160000,221.15,223.38,220.45,222.36,14786130,2006-01-02 05:30:00
ok,1136246400,222.77,228.81,221.9,227.84,19804870,2006-01-03 05:30:00
ok,1136332800,228.09,231.8,227.84,230.29,17447712,2006-01-04 05:30:00
ok,1136419200,231.06,231.8,227.84,228.27,21435769,2006-01-05 05:30:00
ok,1136505600,228.27,230.68,226.14,228.02,25677116,2006-01-06 05:30:00
ok,1136764800,228.58,229.21,224.42,225.4,25195433,2006-01-09 05:30:00
ok,1136851200,225.12,225.36,219.98,221.43,38764600,2006-01-10 05:30:00
ok,1137024000,213.75,222.14,213.75,219.64,79456841,2006-01-12 05:30:00
ok,1137110400,220.4,222.14,218.7,219.21,40910959,2006-01-13 05:30:00
ok,1137369600,219.92,219.92,214.02,216.19,62091394,2006-01-16 05:30:00
ok,1137456000,216.77,232.05,215.97,229.95,182309258,2006-01-17 05:30:00
ok,1137542400,143.67,180.14,143.67,171.8,246313946,2006-01-18 05:30:00
ok,1137628800,173.36,180.71,171.23,174.48,41073533,2006-01-19 05:30:00
ok,1137715200,175.09,175.68,173.85,174.4,15585678,2006-01-20 05:30:00
ok,1137974400,173.85,174.84,171.87,173.94,16858034,2006-01-23 05:30:00
ok,1138060800,175.83,176.82,170.62,171.74,45680571,2006-01-24 05:30:00
ok,1138147200,172.37,173.31,169.64,170.48,54017627,2006-01-25 05:30:00
ok,1138320000,172.1,174.15,172.07,173.03,25355577,2006-01-27 05:30:00
ok,1138579200,173.36,177.86,173.36,176.1,29303089,2006-01-30 05:30:00
ok,1138665600,175.44,178.26,175.44,176.8,25071626,2006-01-31 05:30:00
ok,1138752000,176.97,178.01,173.6,174.55,19939789,2006-02-01 05:30:00
ok,1138838400,175.81,177.3,173.6,175.51,20280137,2006-02-02 05:30:00
ok,1138924800,175.09,175.09,172.12,172.51,13847230,2006-02-03 05:30:00
ok,1139184000,172.12,178.99,169.28,178.4,38464603,2006-02-06 05:30:00
ok,1139270400,178.45,179.18,174.97,178.45,27464892,2006-02-07 05:30:00
ok,1139356800,178.3,178.81,176.82,177.45,27258486,2006-02-08 05:30:00
ok,1139529600,177.07,179.19,177.07,178.21,20860971,2006-02-10 05:30:00
ok,1139788800,177.07,178.56,177.07,177.52,12803590,2006-02-13 05:30:00
ok,1139875200,177.07,179.39,176.36,176.87,26679763,2006-02-14 05:30:00
ok,1139961600,176.36,178.04,172.49,173.8,30927083,2006-02-15 05:30:00
ok,1140048000,173.8,175.68,171.89,172.63,16389648,2006-02-16 05:30:00
ok,1140134400,174.1,175.22,170.88,171.66,18703940,2006-02-17 05:30:00
ok,1140393600,171.87,174.22,170.63,173.87,13026765,2006-02-20 05:30:00
ok,1140480000,173.87,174.84,171.95,172.8,13568973,2006-02-21 05:30:00
ok,1140566400,173.18,174.72,172.86,174.34,11855257,2006-02-22 05:30:00
ok,1140652800,174.59,175.06,172.14,173.45,25081689,2006-02-23 05:30:00
ok,1140739200,173.85,175.19,173.11,174.07,9696303,2006-02-24 05:30:00
ok,1140998400,174.1,174.81,172.61,173.39,21800457,2006-02-27 05:30:00
ok,1141084800,174.29,177.05,172.2,175.56,31175916,2006-02-28 05:30:00
ok,1141171200,175.34,176.8,173.88,175.41,18265717,2006-03-01 05:30:00
ok,1141257600,175.83,178.06,175.09,176.62,15432767,2006-03-02 05:30:00
ok,1141344000,177.07,177.81,175.41,177.26,16900400,2006-03-03 05:30:00
ok,1141603200,177.57,181.76,177.57,181.33,24754569,2006-03-06 05:30:00
ok,1141689600,181.61,183.26,180.54,181.41,21785246,2006-03-07 05:30:00
ok,1141776000,181.53,181.53,176.25,178.29,28379646,2006-03-08 05:30:00
ok,1141862400,179.3,180.47,176.21,179.98,18649711,2006-03-09 05:30:00
ok,1141948800,181.03,182.75,180.08,181.15,13952842,2006-03-10 05:30:00
ok,1142208000,181.16,183.58,181.03,182.11,16014384,2006-03-13 05:30:00
ok,1142294400,181.78,184.88,180.58,183.89,15092475,2006-03-14 05:30:00
ok,1142467200,184.5,190.69,183.89,190.33,35621735,2006-03-16 05:30:00
ok,1142553600,190.69,193.65,188.99,191.95,25804040,2006-03-17 05:30:00
ok,1142812800,192.36,193.17,190.82,192.69,10023637,2006-03-20 05:30:00
ok,1142899200,193.17,196.88,191.81,193.29,17648780,2006-03-21 05:30:00
ok,1142985600,193.9,194.78,187.87,191.32,20632449,2006-03-22 05:30:00
ok,1143072000,193.55,194.28,190.37,192.52,15620465,2006-03-23 05:30:00
ok,1143158400,192.18,194.41,192.18,193.71,11410892,2006-03-24 05:30:00
ok,1143417600,194.65,197.56,194.65,196.73,12325218,2006-03-27 05:30:00
ok,1143504000,196.88,197.38,195.05,195.86,7398684,2006-03-28 05:30:00
ok,1143590400,197.13,197.58,194.97,196.58,7461252,2006-03-29 05:30:00
ok,1143676800,197.13,199.84,195.15,197.06,13159972,2006-03-30 05:30:00
ok,1143763200,198.11,200.1,195.15,196.97,33724980,2006-03-31 05:30:00
ok,1144022400,198.37,206.29,198.37,205.25,20318542,2006-04-03 05:30:00
ok,1144108800,205.8,208.77,205.57,207.23,15868426,2006-04-04 05:30:00
ok,1144195200,208.77,209.27,206.79,208.16,18429071,2006-04-05 05:30:00
ok,1144368000,209.15,209.59,205.47,206.41,17125288,2006-04-07 05:30:00
ok,1144627200,206.29,208.45,204.11,207.11,18589566,2006-04-10 05:30:00
ok,1144800000,206.82,212.66,203.35,205.24,37872717,2006-04-12 05:30:00
ok,1144886400,205.55,211.23,204.86,209.64,35349467,2006-04-13 05:30:00
ok,1145232000,210.5,212.24,209.54,210.87,12047962,2006-04-17 05:30:00
ok,1145318400,211.45,221.84,211.45,220.74,33155997,2006-04-18 05:30:00
ok,1145404800,222.62,230.81,221.4,228.29,43043282,2006-04-19 05:30:00
ok,1145491200,231.56,247.58,231.56,245.81,60215115,2006-04-20 05:30:00
ok,1145577600,247.65,249.63,236.14,241.45,34931926,2006-04-21 05:30:00
ok,1145836800,241.46,247.53,239.23,242.01,26959946,2006-04-24 05:30:00
ok,1145923200,242.09,243.94,235.52,236.54,14232479,2006-04-25 05:30:00
ok,1146009600,237.75,243.19,235.8,242.37,19363340,2006-04-26 05:30:00
ok,1146096000,243.19,260.04,243.19,247.15,39786855,2006-04-27 05:30:00
ok,1146182400,243.94,250.38,240.47,249.86,25274168,2006-04-28 05:30:00
ok,1146268800,249.29,255.08,249.29,253.34,4760022,2006-04-29 05:30:00
ok,1146528000,253.84,258.28,253.6,255.37,12298071,2006-05-02 05:30:00
ok,1146614400,255.38,258.05,252.88,256.46,10794924,2006-05-03 05:30:00
ok,1146700800,258.05,277.57,257.56,267.51,57285279,2006-05-04 05:30:00
ok,1146787200,268.39,274.65,267.96,272.24,24124937,2006-05-05 05:30:00
ok,1147046400,276.13,289.51,275.39,286.04,31345633,2006-05-08 05:30:00
ok,1147132800,287.28,289.68,281.33,285.82,29251586,2006-05-09 05:30:00
ok,1147219200,287.28,290.99,281.65,289.7,41198123,2006-05-10 05:30:00
ok,1147305600,290.99,293.32,272.67,274.96,48934103,2006-05-11 05:30:00
ok,1147392000,277.51,277.51,261.77,264.22,34557720,2006-05-12 05:30:00
ok,1147651200,264.99,264.99,250.52,253.02,39267955,2006-05-15 05:30:00
ok,1147737600,253.83,261.25,241.71,258.48,50576421,2006-05-16 05:30:00
ok,1147824000,264.79,270.43,261.27,269.0,23605136,2006-05-17 05:30:00
ok,1147910400,263.75,264.94,245.8,248.84,38559595,2006-05-18 05:30:00
ok,1147996800,250.13,262.51,238.12,242.23,56521777,2006-05-19 05:30:00
ok,1148256000,246.41,247.4,208.03,230.17,52135501,2006-05-22 05:30:00
ok,1148342400,232.55,242.7,228.14,239.51,33909852,2006-05-23 05:30:00
ok,1148428800,240.72,240.72,214.22,232.44,46262386,2006-05-24 05:30:00
ok,1148515200,233.88,238.24,228.46,235.27,36737755,2006-05-25 05:30:00
ok,1148601600,237.75,245.62,235.9,237.38,26776996,2006-05-26 05:30:00
ok,1148860800,238.24,242.2,235.52,236.75,15047404,2006-05-29 05:30:00
ok,1148947200,237.68,242.09,234.03,236.5,14319218,2006-05-30 05:30:00
ok,1149033600,232.3,238.47,225.86,236.3,36771011,2006-05-31 05:30:00
ok,1149120000,238.98,238.98,229.08,229.17,36082046,2006-06-01 05:30:00
ok,1149206400,230.32,238.24,229.1,237.28,23009547,2006-06-02 05:30:00
ok,1149465600,238.24,240.4,229.1,229.17,23614786,2006-06-05 05:30:00
ok,1149552000,227.84,229.08,222.89,224.5,33978868,2006-06-06 05:30:00
ok,1149638400,224.13,227.84,217.66,221.15,46521524,2006-06-07 05:30:00
ok,1149724800,218.21,219.17,199.86,204.49,48232050,2006-06-08 05:30:00
ok,1149811200,201.84,230.12,201.84,228.52,45617842,2006-06-09 05:30:00
ok,1150070400,227.34,234.77,221.23,223.15,28425509,2006-06-12 05:30:00
ok,1150156800,220.41,220.41,210.75,212.65,29250835,2006-06-13 05:30:00
ok,1150243200,214.22,221.15,208.82,212.6,34659197,2006-06-14 05:30:00
ok,1150329600,217.19,222.89,216.08,221.74,24227896,2006-06-15 05:30:00
ok,1150416000,224.87,234.03,224.87,228.24,28088363,2006-06-16 05:30:00
ok,1150675200,227.34,232.79,223.63,231.24,16164474,2006-06-19 05:30:00
ok,1150761600,230.32,231.8,226.85,229.08,18291370,2006-06-20 05:30:00
ok,1150848000,230.32,239.86,227.34,238.78,26234058,2006-06-21 05:30:00
ok,1150934400,240.22,246.02,239.53,241.49,19594171,2006-06-22 05:30:00
ok,1151020800,239.73,251.74,235.79,250.6,24352740,2006-06-23 05:30:00
ok,1151193600,250.13,253.6,248.18,249.44,3373854,2006-06-25 05:30:00
ok,1151280000,251.37,253.55,242.09,243.0,28455866,2006-06-26 05:30:00
ok,1151366400,245.92,250.36,242.59,244.13,50504538,2006-06-27 05:30:00
ok,1151452800,238.28,249.14,238.28,247.89,25857926,2006-06-28 05:30:00
ok,1151539200,253.58,255.08,248.03,249.72,24334941,2006-06-29 05:30:00
ok,1151625600,253.82,263.5,253.82,262.48,24031439,2006-06-30 05:30:00
ok,1151884800,262.93,267.4,261.1,265.27,17693564,2006-07-03 05:30:00
ok,1151971200,264.99,268.39,264.49,266.16,14612593,2006-07-04 05:30:00
ok,1152057600,265.98,272.17,263.79,270.97,17673576,2006-07-05 05:30:00
ok,1152144000,267.44,270.19,265.28,268.28,17239690,2006-07-06 05:30:00
ok,1152230400,270.93,270.93,254.16,255.48,26688247,2006-07-07 05:30:00
ok,1152489600,256.57,260.01,253.4,258.38,18069652,2006-07-10 05:30:00
ok,1152576000,258.8,260.72,256.62,259.84,14009142,2006-07-11 05:30:00
ok,1152662400,256.62,272.42,250.41,271.94,29656237,2006-07-12 05:30:00
ok,1152748800,269.02,271.18,265.08,266.35,13463801,2006-07-13 05:30:00
ok,1152835200,263.75,268.21,260.22,264.77,13112276,2006-07-14 05:30:00
ok,1153094400,262.02,264.59,254.53,255.43,11875777,2006-07-17 05:30:00
ok,1153180800,255.82,257.56,244.96,248.74,25738210,2006-07-18 05:30:00
ok,1153267200,250.13,255.06,242.0,243.46,27201878,2006-07-19 05:30:00
ok,1153353600,246.91,250.13,244.01,246.51,29085934,2006-07-20 05:30:00
ok,1153440000,245.18,246.41,236.66,239.62,26866327,2006-07-21 05:30:00
ok,1153699200,238.24,241.46,233.17,240.6,21492929,2006-07-24 05:30:00
ok,1153785600,243.89,245.42,241.96,244.63,12727786,2006-07-25 05:30:00
ok,1153872000,245.18,248.87,242.98,247.63,11907487,2006-07-26 05:30:00
ok,1153958400,248.87,251.57,244.75,247.68,18909365,2006-07-27 05:30:00
ok,1154044800,249.81,249.81,241.21,242.47,14572876,2006-07-28 05:30:00
ok,1154304000,244.68,247.16,241.74,242.4,13405159,2006-07-31 05:30:00
ok,1154390400,241.21,245.41,241.21,243.1,14049998,2006-08-01 05:30:00
ok,1154476800,242.45,246.29,242.45,245.4,8320326,2006-08-02 05:30:00
ok,1154563200,246.41,249.63,243.04,244.68,16045290,2006-08-03 05:30:00
ok,1154649600,244.68,247.53,238.31,239.68,20167778,2006-08-04 05:30:00
ok,1154908800,239.73,239.91,235.77,236.5,9823219,2006-08-07 05:30:00
ok,1154995200,236.64,242.63,236.51,242.0,8921843,2006-08-08 05:30:00
ok,1155081600,242.0,246.76,240.22,244.68,13602173,2006-08-09 05:30:00
ok,1155168000,244.68,245.18,239.53,242.44,10909924,2006-08-10 05:30:00
ok,1155254400,244.17,251.37,241.46,250.38,22310523,2006-08-11 05:30:00
ok,1155513600,251.37,255.58,248.2,254.9,10674699,2006-08-14 05:30:00
ok,1155686400,256.32,261.27,256.1,259.17,16626104,2006-08-16 05:30:00
ok,1155772800,262.26,265.98,257.08,264.03,21618593,2006-08-17 05:30:00
ok,1155859200,264.49,267.1,259.79,261.5,8712590,2006-08-18 05:30:00
ok,1156118400,261.27,266.21,258.8,264.39,9551003,2006-08-21 05:30:00
ok,1156204800,267.46,268.68,261.41,263.7,12497576,2006-08-22 05:30:00
ok,1156291200,263.01,265.96,261.31,262.99,9627594,2006-08-23 05:30:00
ok,1156377600,262.51,277.32,260.53,274.12,22833623,2006-08-24 05:30:00
ok,1156464000,276.13,278.61,272.67,275.06,19368097,2006-08-25 05:30:00
ok,1156723200,275.64,278.34,274.19,277.9,8374132,2006-08-28 05:30:00
ok,1156809600,279.83,282.3,276.13,277.09,15947682,2006-08-29 05:30:00
ok,1156896000,276.13,281.09,274.18,279.55,13277900,2006-08-30 05:30:00
ok,1156982400,257.56,281.28,257.56,276.72,20747142,2006-08-31 05:30:00
ok,1157068800,276.13,279.45,276.13,277.99,8664341,2006-09-01 05:30:00
ok,1157328000,278.63,281.82,278.63,280.24,10025075,2006-09-04 05:30:00
ok,1157414400,278.61,281.09,276.38,278.85,6010957,2006-09-05 05:30:00
ok,1157500800,278.86,283.81,278.36,281.71,14455058,2006-09-06 05:30:00
ok,1157587200,281.09,281.09,277.45,278.79,11330517,2006-09-07 05:30:00
ok,1157673600,279.85,280.96,275.52,280.05,18152780,2006-09-08 05:30:00
ok,1157932800,280.34,281.08,268.21,269.38,19231789,2006-09-11 05:30:00
ok,1158019200,270.44,274.83,265.76,274.12,23417251,2006-09-12 05:30:00
ok,1158105600,275.34,278.69,275.14,276.42,16171015,2006-09-13 05:30:00
ok,1158192000,277.37,281.56,276.33,278.95,12789853,2006-09-14 05:30:00
ok,1158278400,279.1,283.31,275.95,282.47,12147303,2006-09-15 05:30:00
ok,1158537600,283.56,284.97,278.65,280.71,11134937,2006-09-18 05:30:00
ok,1158624000,281.09,283.66,274.65,276.85,12358357,2006-09-19 05:30:00
ok,1158710400,275.88,280.29,273.68,279.39,12629499,2006-09-20 05:30:00
ok,1158796800,280.63,283.25,279.92,282.06,14950090,2006-09-21 05:30:00
