s,t,Open,High,Low,Close,Volume,Date
ok,1368576000,397.23,406.55,397.23,405.65,5194389,2013-05-15 05:30:00
ok,1368662400,404.17,417.94,403.92,416.38,7013663,2013-05-16 05:30:00
ok,1368748800,416.38,418.38,407.78,413.83,5761819,2013-05-17 05:30:00
ok,1369008000,414.77,423.49,410.49,411.68,6109266,2013-05-20 05:30:00
ok,1369094400,411.65,416.06,408.78,410.41,4889240,2013-05-21 05:30:00
ok,1369180800,411.15,413.08,402.93,405.54,5805342,2013-05-22 05:30:00
ok,1369267200,402.02,404.17,386.39,388.55,5906340,2013-05-23 05:30:00
ok,1369353600,392.97,393.62,385.94,389.54,3680642,2013-05-24 05:30:00
ok,1369612800,397.61,412.49,396.74,410.26,8748410,2013-05-27 05:30:00
ok,1369699200,411.1,419.47,409.22,417.74,10030498,2013-05-28 05:30:00
ok,1369785600,416.3,420.91,412.82,419.97,11884727,2013-05-29 05:30:00
ok,1369872000,418.53,419.03,411.1,414.47,8410881,2013-05-30 05:30:00
ok,1369958400,413.13,413.96,397.28,399.36,7919056,2013-05-31 05:30:00
ok,1370217600,398.08,398.9,388.94,390.25,6537206,2013-06-03 05:30:00
ok,1370304000,391.59,396.14,385.92,386.44,6808367,2013-06-04 05:30:00
ok,1370390400,386.59,398.37,386.59,397.23,5883591,2013-06-05 05:30:00
ok,1370476800,396.24,398.18,390.35,392.28,7897831,2013-06-06 05:30:00
ok,1370563200,393.37,397.23,386.83,388.12,4347654,2013-06-07 05:30:00
ok,1370822400,390.8,394.02,387.33,390.97,5243276,2013-06-10 05:30:00
ok,1370908800,388.07,392.03,384.01,389.11,6111259,2013-06-11 05:30:00
ok,1370995200,387.85,395.01,387.43,391.69,5895462,2013-06-12 05:30:00
ok,1371081600,387.82,392.73,386.62,391.19,4488676,2013-06-13 05:30:00
ok,1371168000,394.36,406.08,394.31,403.51,8111146,2013-06-14 05:30:00
ok,1371427200,403.92,410.06,401.74,408.9,5117872,2013-06-17 05:30:00
ok,1371513600,407.98,414.82,404.89,407.83,7226330,2013-06-18 05:30:00
ok,1371600000,407.14,412.72,403.62,411.95,7998509,2013-06-19 05:30:00
ok,1371686400,405.11,405.11,393.77,395.25,8040442,2013-06-20 05:30:00
ok,1371772800,396.19,401.38,388.12,392.71,9454392,2013-06-21 05:30:00
ok,1372032000,391.29,394.34,385.59,392.61,7527817,2013-06-24 05:30:00
ok,1372118400,396.1,406.1,393.77,398.13,8875742,2013-06-25 05:30:00
ok,1372204800,400.93,403.41,396.79,398.03,7689192,2013-06-26 05:30:00
ok,1372291200,404.42,414.55,403.38,411.1,11884313,2013-06-27 05:30:00
ok,1372377600,430.67,432.4,419.03,427.25,22213700,2013-06-28 05:30:00
ok,1372636800,426.95,439.83,423.81,438.69,9459621,2013-07-01 05:30:00
ok,1372723200,437.4,441.71,430.3,431.84,8205327,2013-07-02 05:30:00
ok,1372809600,426.21,427.63,420.3,421.44,5914798,2013-07-03 05:30:00
ok,1372896000,422.54,431.21,419.7,426.78,6107265,2013-07-04 05:30:00
ok,1372982400,429.11,438.23,429.11,436.05,5887185,2013-07-05 05:30:00
ok,1373241600,430.92,432.63,425.05,429.41,6577802,2013-07-08 05:30:00
ok,1373328000,430.47,436.76,429.46,433.29,5963622,2013-07-09 05:30:00
ok,1373414400,433.03,435.8,415.56,423.98,10262587,2013-07-10 05:30:00
ok,1373500800,428.44,432.55,425.6,430.94,5246333,2013-07-11 05:30:00
ok,1373587200,433.03,443.79,430.72,440.8,6632667,2013-07-12 05:30:00
ok,1373846400,438.84,445.72,438.84,444.22,5959457,2013-07-15 05:30:00
ok,1373932800,439.34,447.98,437.38,446.07,5987822,2013-07-16 05:30:00
ok,1374019200,447.26,454.64,447.26,453.18,10675523,2013-07-17 05:30:00
ok,1374105600,454.69,455.66,450.33,454.32,5678093,2013-07-18 05:30:00
ok,1374192000,455.21,459.59,452.24,457.51,6598809,2013-07-19 05:30:00
ok,1374451200,453.2,453.2,445.26,450.26,7826457,2013-07-22 05:30:00
ok,1374537600,451.75,458.16,449.37,450.51,5736885,2013-07-23 05:30:00
ok,1374624000,449.74,454.15,443.38,450.41,6363431,2013-07-24 05:30:00
ok,1374710400,448.73,451.82,434.61,441.2,7306143,2013-07-25 05:30:00
ok,1374796800,441.91,447.61,438.57,440.9,4414435,2013-07-26 05:30:00
ok,1375056000,439.37,445.11,437.14,438.69,4223351,2013-07-29 05:30:00
ok,1375142400,439.37,441.81,422.94,424.65,5257885,2013-07-30 05:30:00
ok,1375228800,425.3,435.72,417.34,431.94,7289741,2013-07-31 05:30:00
ok,1375315200,433.47,437.28,418.46,421.01,5109423,2013-08-01 05:30:00
ok,1375401600,425.96,431.89,421.01,424.65,5917315,2013-08-02 05:30:00
ok,1375660800,425.96,432.35,423.86,426.73,5796039,2013-08-05 05:30:00
ok,1375747200,425.2,428.04,411.18,416.58,5729758,2013-08-06 05:30:00
ok,1375833600,418.53,436.79,411.6,432.13,8673810,2013-08-07 05:30:00
ok,1375920000,429.61,432.13,424.56,428.77,5245969,2013-08-08 05:30:00
ok,1376265600,430.42,432.33,416.28,418.86,4028372,2013-08-12 05:30:00
ok,1376352000,417.54,425.94,413.58,422.45,5324327,2013-08-13 05:30:00
ok,1376438400,423.98,429.92,419.75,428.44,5196610,2013-08-14 05:30:00
ok,1376611200,428.44,429.43,404.74,409.47,12609059,2013-08-16 05:30:00
ok,1376870400,407.64,413.08,399.99,406.28,7453289,2013-08-19 05:30:00
ok,1376956800,401.74,411.5,398.75,408.8,5269819,2013-08-20 05:30:00
ok,1377043200,412.59,413.43,386.44,388.12,7250791,2013-08-21 05:30:00
ok,1377129600,387.56,400.53,383.47,399.27,10288571,2013-08-22 05:30:00
ok,1377216000,403.03,408.48,400.45,405.9,6614306,2013-08-23 05:30:00
ok,1377475200,407.39,411.83,400.4,407.44,4576250,2013-08-26 05:30:00
ok,1377561600,403.18,408.58,396.24,397.86,6043288,2013-08-27 05:30:00
ok,1377648000,393.82,405.44,378.36,402.09,11912767,2013-08-28 05:30:00
ok,1377734400,404.17,422.69,402.44,418.66,14231660,2013-08-29 05:30:00
ok,1377820800,417.94,425.96,410.26,422.92,9896295,2013-08-30 05:30:00
ok,1378080000,422.59,440.82,422.59,439.22,9715704,2013-09-02 05:30:00
ok,1378166400,439.93,441.66,410.26,411.6,7996354,2013-09-03 05:30:00
ok,1378252800,412.97,428.22,412.59,420.69,6148840,2013-09-04 05:30:00
ok,1378339200,427.45,430.8,421.55,427.23,6578288,2013-09-05 05:30:00
ok,1378425600,430.92,432.65,416.8,429.92,6944796,2013-09-06 05:30:00
ok,1378771200,432.35,442.58,429.06,441.0,8534873,2013-09-10 05:30:00
ok,1378857600,440.33,442.26,432.98,439.71,6858285,2013-09-11 05:30:00
ok,1378944000,439.83,446.27,431.49,433.59,8297436,2013-09-12 05:30:00
ok,1379030400,429.92,437.7,429.46,432.4,4534680,2013-09-13 05:30:00
ok,1379289600,438.82,439.68,422.99,426.83,5561270,2013-09-16 05:30:00
ok,1379376000,424.16,427.94,422.3,425.05,5044241,2013-09-17 05:30:00
ok,1379462400,426.21,433.39,424.38,431.89,6324509,2013-09-18 05:30:00
ok,1379548800,439.86,443.77,436.15,441.12,8738738,2013-09-19 05:30:00
ok,1379635200,438.84,446.27,431.16,436.81,8474290,2013-09-20 05:30:00
ok,1379894400,431.94,436.36,428.44,433.07,4095815,2013-09-23 05:30:00
ok,1379980800,431.91,438.13,430.0,433.19,5700883,2013-09-24 05:30:00
ok,1380067200,432.1,433.34,417.15,420.54,8063569,2013-09-25 05:30:00
ok,1380153600,419.35,421.09,413.71,415.19,9172305,2013-09-26 05:30:00
ok,1380240000,417.05,423.24,414.57,416.01,5540988,2013-09-27 05:30:00
ok,1380499200,412.12,418.28,405.7,407.34,7348378,2013-09-30 05:30:00
ok,1380585600,409.27,411.05,405.01,406.87,4203650,2013-10-01 05:30:00
ok,1380758400,407.83,420.46,407.83,419.5,4203490,2013-10-03 05:30:00
ok,1380844800,416.33,425.81,415.07,423.19,4573396,2013-10-04 05:30:00
ok,1381104000,419.82,422.2,414.07,418.07,5199131,2013-10-07 05:30:00
ok,1381190400,420.86,423.34,415.66,418.51,5593063,2013-10-08 05:30:00
ok,1381276800,416.04,429.76,414.82,426.41,5517057,2013-10-09 05:30:00
ok,1381363200,425.47,427.35,420.05,425.96,4324827,2013-10-10 05:30:00
ok,1381449600,428.44,429.92,423.14,427.63,4510287,2013-10-11 05:30:00
ok,1381708800,428.44,433.39,427.55,431.06,5610448,2013-10-14 05:30:00
ok,1381795200,444.44,445.11,427.94,429.83,10633754,2013-10-15 05:30:00
ok,1381968000,430.92,439.83,428.27,436.05,8128636,2013-10-17 05:30:00
ok,1382054400,436.66,449.74,436.66,448.58,10234857,2013-10-18 05:30:00
ok,1382313600,448.58,453.45,443.87,452.31,6988771,2013-10-21 05:30:00
ok,1382400000,449.44,451.2,444.54,447.85,4728609,2013-10-22 05:30:00
ok,1382486400,448.35,450.33,439.66,444.17,4128161,2013-10-23 05:30:00
ok,1382572800,441.84,451.22,436.54,438.1,5407442,2013-10-24 05:30:00
ok,1382659200,437.9,442.21,435.55,439.34,4589961,2013-10-25 05:30:00
ok,1382918400,439.83,448.18,439.76,441.2,7095269,2013-10-28 05:30:00
ok,1383004800,440.38,447.74,437.8,444.19,6668968,2013-10-29 05:30:00
ok,1383091200,444.04,447.21,443.15,444.86,4437221,2013-10-30 05:30:00
ok,1383177600,445.77,454.69,443.79,453.06,9128346,2013-10-31 05:30:00
ok,1383264000,450.78,458.93,447.44,449.87,5487657,2013-11-01 05:30:00
ok,1383436800,450.73,452.91,449.14,450.08,859307,2013-11-03 05:30:00
ok,1383609600,447.44,456.52,447.44,450.58,5056003,2013-11-05 05:30:00
ok,1383696000,450.73,455.63,443.28,445.08,4439541,2013-11-06 05:30:00
ok,1383782400,445.28,448.65,436.91,438.79,4519286,2013-11-07 05:30:00
ok,1383868800,438.84,439.83,431.49,433.87,4040794,2013-11-08 05:30:00
ok,1384128000,432.9,436.91,426.06,427.89,4107917,2013-11-11 05:30:00
ok,1384214400,428.44,431.71,421.11,422.3,5616363,2013-11-12 05:30:00
ok,1384300800,420.96,426.66,417.1,418.24,3872694,2013-11-13 05:30:00
ok,1384387200,421.63,427.94,421.21,421.83,3706481,2013-11-14 05:30:00
ok,1384732800,425.02,434.76,424.06,433.27,5571767,2013-11-18 05:30:00
ok,1384819200,433.39,438.3,433.39,435.06,3892700,2013-11-19 05:30:00
ok,1384905600,433.32,437.35,424.48,427.2,6041340,2013-11-20 05:30:00
ok,1384992000,425.91,425.96,417.77,419.82,5291420,2013-11-21 05:30:00
ok,1385078400,421.5,424.21,415.61,417.92,3453003,2013-11-22 05:30:00
ok,1385337600,419.7,424.41,418.07,421.85,4651184,2013-11-25 05:30:00
ok,1385424000,421.26,424.38,414.85,416.68,6445303,2013-11-26 05:30:00
ok,1385510400,418.28,420.76,413.71,415.05,5271170,2013-11-27 05:30:00
ok,1385596800,417.59,424.18,417.59,420.0,5790303,2013-11-28 05:30:00
ok,1385683200,421.48,424.23,420.32,422.59,4561540,2013-11-29 05:30:00
ok,1385942400,422.5,427.43,422.15,423.63,3332838,2013-12-02 05:30:00
ok,1386028800,423.49,428.69,421.34,426.9,4238705,2013-12-03 05:30:00
ok,1386115200,426.41,429.68,422.59,424.01,4043237,2013-12-04 05:30:00
ok,1386201600,431.91,434.38,429.95,431.41,5784627,2013-12-05 05:30:00
ok,1386288000,430.99,433.22,426.56,429.28,3369442,2013-12-06 05:30:00
ok,1386547200,436.91,439.83,433.99,435.35,5863284,2013-12-09 05:30:00
ok,1386633600,435.13,440.18,435.13,438.18,4023617,2013-12-10 05:30:00
ok,1386720000,437.11,438.32,432.15,437.16,2297149,2013-12-11 05:30:00
ok,1386806400,434.88,435.87,429.92,431.01,2625951,2013-12-12 05:30:00
ok,1386892800,429.43,429.97,424.8,428.29,4119400,2013-12-13 05:30:00
ok,1387152000,425.96,427.08,417.64,418.56,4636284,2013-12-16 05:30:00
ok,1387238400,420.37,422.45,414.45,415.66,4656268,2013-12-17 05:30:00
ok,1387324800,415.66,427.87,415.66,425.94,5542548,2013-12-18 05:30:00
ok,1387411200,428.14,428.14,417.89,423.02,6207424,2013-12-19 05:30:00
ok,1387497600,431.91,444.78,427.0,443.38,9464729,2013-12-20 05:30:00
ok,1387756800,445.28,450.23,440.82,443.92,7472596,2013-12-23 05:30:00
ok,1387843200,444.04,448.25,443.35,444.81,3372077,2013-12-24 05:30:00
ok,1388016000,443.05,445.77,436.91,439.61,6747069,2013-12-26 05:30:00
ok,1388102400,440.13,442.75,434.33,435.3,3574116,2013-12-27 05:30:00
ok,1388361600,436.36,440.75,433.82,439.38,4760616,2013-12-30 05:30:00
ok,1388448000,439.83,444.91,439.38,443.4,2633324,2013-12-31 05:30:00
ok,1388534400,444.52,444.91,439.63,440.23,2699497,2014-01-01 05:30:00
ok,1388620800,439.68,443.79,430.96,433.39,2779906,2014-01-02 05:30:00
ok,1388707200,431.71,432.58,423.49,428.07,5922843,2014-01-03 05:30:00
ok,1388966400,427.0,427.58,421.01,423.47,6145268,2014-01-06 05:30:00
ok,1389052800,423.29,425.94,416.09,417.1,7989244,2014-01-07 05:30:00
ok,1389139200,418.24,424.65,418.24,420.54,5873248,2014-01-08 05:30:00
ok,1389225600,421.24,422.89,418.56,421.36,3834689,2014-01-09 05:30:00
ok,1389312000,420.2,434.04,420.02,425.05,6848651,2014-01-10 05:30:00
ok,1389571200,430.05,437.35,429.92,436.07,5565037,2014-01-13 05:30:00
ok,1389657600,435.13,438.13,432.13,436.61,5572865,2014-01-14 05:30:00
ok,1389744000,438.2,443.3,436.36,438.57,5842786,2014-01-15 05:30:00
ok,1389830400,440.18,442.46,436.89,438.92,8324704,2014-01-16 05:30:00
ok,1389916800,440.41,444.24,436.0,438.23,7136272,2014-01-17 05:30:00
ok,1390176000,439.29,440.33,428.98,430.8,7649851,2014-01-20 05:30:00
ok,1390262400,432.23,432.7,426.95,427.48,4525637,2014-01-21 05:30:00
ok,1390348800,427.7,433.57,425.05,432.13,3930931,2014-01-22 05:30:00
ok,1390435200,426.26,431.56,426.26,428.83,6353625,2014-01-23 05:30:00
ok,1390521600,426.95,433.22,426.51,429.76,5482167,2014-01-24 05:30:00
ok,1390780800,423.98,426.36,416.23,417.62,5697604,2014-01-27 05:30:00
ok,1390867200,419.52,423.98,417.39,418.46,5341307,2014-01-28 05:30:00
ok,1390953600,420.91,422.25,413.58,414.37,5710677,2014-01-29 05:30:00
ok,1391040000,411.8,413.01,407.24,408.63,6508093,2014-01-30 05:30:00
ok,1391126400,409.62,412.82,409.2,411.68,5094200,2014-01-31 05:30:00
ok,1391385600,409.22,411.0,405.88,406.6,3797112,2014-02-03 05:30:00
ok,1391472000,403.43,409.45,402.76,406.92,5705179,2014-02-04 05:30:00
ok,1391558400,406.2,406.89,399.66,404.79,5214235,2014-02-05 05:30:00
ok,1391644800,406.15,408.18,400.29,404.1,4996432,2014-02-06 05:30:00
ok,1391731200,407.19,408.03,401.49,403.41,3903852,2014-02-07 05:30:00
ok,1391990400,403.8,408.92,401.77,407.12,4774312,2014-02-10 05:30:00
ok,1392076800,407.64,408.63,397.61,398.85,5819131,2014-02-11 05:30:00
ok,1392163200,400.21,407.09,399.91,405.11,4536033,2014-02-12 05:30:00
ok,1392249600,405.61,405.61,398.75,399.91,3995346,2014-02-13 05:30:00
ok,1392336000,402.14,408.13,400.21,407.17,4254451,2014-02-14 05:30:00
ok,1392595200,404.99,407.14,399.74,402.34,4180500,2014-02-17 05:30:00
ok,1392681600,399.76,405.09,399.76,402.76,2649599,2014-02-18 05:30:00
ok,1392768000,402.68,406.15,401.2,402.32,2829060,2014-02-19 05:30:00
ok,1392854400,401.84,403.03,397.78,398.95,3711151,2014-02-20 05:30:00
ok,1392940800,399.76,404.17,399.02,401.94,2887270,2014-02-21 05:30:00
ok,1393200000,400.24,403.65,398.87,402.37,3138489,2014-02-24 05:30:00
ok,1393286400,403.33,404.17,399.99,401.47,3248654,2014-02-25 05:30:00
ok,1393372800,401.69,404.59,400.34,401.54,6280114,2014-02-26 05:30:00
ok,1393545600,401.54,403.85,392.83,396.22,8745366,2014-02-28 05:30:00
ok,1393804800,396.29,399.61,394.84,397.93,5369774,2014-03-03 05:30:00
ok,1393891200,397.73,403.51,397.53,402.66,4152140,2014-03-04 05:30:00
ok,1393977600,403.95,405.16,398.8,399.71,5458463,2014-03-05 05:30:00
ok,1394064000,400.88,408.33,400.85,407.37,4694650,2014-03-06 05:30:00
ok,1394150400,408.63,432.9,408.63,430.62,15505102,2014-03-07 05:30:00
ok,1394409600,428.49,447.59,427.65,438.57,15169262,2014-03-10 05:30:00
ok,1394496000,438.34,439.73,431.96,433.27,5898055,2014-03-11 05:30:00
ok,1394582400,432.9,437.3,429.76,431.59,4352586,2014-03-12 05:30:00
ok,1394668800,433.39,443.18,433.24,435.65,7947873,2014-03-13 05:30:00
ok,1394755200,432.9,440.8,430.45,438.92,7633463,2014-03-14 05:30:00
ok,1395100800,440.57,450.13,440.57,444.02,8784582,2014-03-18 05:30:00
ok,1395187200,445.77,450.68,443.43,447.26,7557707,2014-03-19 05:30:00
ok,1395273600,446.57,449.49,444.86,448.75,13712063,2014-03-20 05:30:00
ok,1395360000,449.24,452.39,436.94,438.74,10176523,2014-03-21 05:30:00
ok,1395446400,439.63,440.75,437.63,439.91,467411,2014-03-22 05:30:00
ok,1395619200,441.45,450.11,441.37,448.45,13298338,2014-03-24 05:30:00
ok,1395705600,435.37,437.11,432.15,435.52,14444753,2014-03-25 05:30:00
ok,1395792000,436.49,447.24,436.44,441.42,6373782,2014-03-26 05:30:00
ok,1395878400,443.23,448.2,441.86,446.15,25570762,2014-03-27 05:30:00
ok,1395964800,445.77,455.66,445.77,453.78,8615119,2014-03-28 05:30:00
ok,1396224000,453.83,465.49,452.31,461.01,8654000,2014-03-31 05:30:00
ok,1396310400,463.61,468.06,460.29,466.87,7218141,2014-04-01 05:30:00
ok,1396396800,468.06,476.48,464.65,474.6,12359053,2014-04-02 05:30:00
ok,1396483200,473.91,476.96,465.78,471.86,12253238,2014-04-03 05:30:00
ok,1396569600,471.53,472.15,466.36,467.7,5775155,2014-04-04 05:30:00
ok,1396828800,467.57,473.0,462.79,467.65,5955773,2014-04-07 05:30:00
ok,1397001600,470.54,478.81,469.13,476.56,6202073,2014-04-09 05:30:00
ok,1397088000,477.82,482.38,476.58,479.98,4914745,2014-04-10 05:30:00
ok,1397174400,476.63,480.97,470.84,472.4,5395683,2014-04-11 05:30:00
ok,1397520000,470.54,472.52,463.9,470.09,4275579,2014-04-15 05:30:00
ok,1397606400,468.81,475.0,464.65,466.23,5713960,2014-04-16 05:30:00
ok,1397692800,468.06,476.38,467.47,475.05,3620837,2014-04-17 05:30:00
ok,1398038400,480.43,480.43,473.56,475.29,5453639,2014-04-21 05:30:00
ok,1398124800,475.49,489.74,473.56,479.34,8921637,2014-04-22 05:30:00
ok,1398211200,479.95,486.39,477.6,479.04,7055641,2014-04-23 05:30:00
ok,1398384000,479.46,479.95,468.56,469.68,6115870,2014-04-25 05:30:00
ok,1398643200,470.44,473.51,466.26,468.06,7665782,2014-04-28 05:30:00
ok,1398729600,468.59,471.41,464.6,465.74,3874983,2014-04-29 05:30:00
ok,1398816000,467.52,475.49,460.19,463.51,6641530,2014-04-30 05:30:00
ok,1398988800,465.59,469.25,458.65,459.69,4186060,2014-05-02 05:30:00
ok,1399248000,458.16,474.75,458.16,468.98,7014452,2014-05-05 05:30:00
ok,1399334400,469.5,478.96,469.33,477.16,5719005,2014-05-06 05:30:00
ok,1399420800,475.54,481.14,474.04,475.92,4878779,2014-05-07 05:30:00
ok,1399507200,477.03,480.5,470.92,475.64,5514547,2014-05-08 05:30:00
ok,1399593600,473.41,494.81,473.41,494.12,8515651,2014-05-09 05:30:00
ok,1399852800,492.78,519.57,492.38,509.52,14236243,2014-05-12 05:30:00
ok,1399939200,515.12,529.38,512.39,526.71,12397399,2014-05-13 05:30:00
ok,1400025600,527.0,528.99,515.66,517.84,8941883,2014-05-14 05:30:00
ok,1400112000,517.84,525.02,514.75,521.75,9629068,2014-05-15 05:30:00
ok,1400198400,539.93,567.25,526.06,534.56,24290396,2014-05-16 05:30:00
ok,1400457600,540.38,557.1,538.35,554.77,10982758,2014-05-19 05:30:00
ok,1400544000,558.65,559.2,532.8,534.86,10387944,2014-05-20 05:30:00
ok,1400630400,534.86,546.3,531.84,534.14,10149117,2014-05-21 05:30:00
ok,1400716800,537.9,551.47,537.26,545.23,8650901,2014-05-22 05:30:00
ok,1400803200,550.56,560.69,545.83,558.44,7645586,2014-05-23 05:30:00
ok,1401062400,560.93,564.65,532.45,545.68,7417959,2014-05-26 05:30:00
ok,1401148800,546.32,548.8,532.5,538.87,5202665,2014-05-27 05:30:00
ok,1401235200,539.68,548.1,537.29,539.34,5238863,2014-05-28 05:30:00
ok,1401321600,541.12,541.57,529.16,531.74,12764709,2014-05-29 05:30:00
ok,1401408000,537.41,539.73,525.02,527.35,7981127,2014-05-30 05:30:00
ok,1401667200,532.33,539.02,527.65,536.02,4064107,2014-06-02 05:30:00
ok,1401753600,536.56,545.83,533.62,542.56,5018513,2014-06-03 05:30:00
ok,1401840000,541.2,545.73,533.08,533.69,4073386,2014-06-04 05:30:00
ok,1401926400,534.19,542.31,527.13,539.83,9218202,2014-06-05 05:30:00
ok,1402012800,548.5,561.18,546.87,555.93,13530875,2014-06-06 05:30:00
ok,1402272000,559.69,561.03,550.83,556.06,6229236,2014-06-09 05:30:00
ok,1402358400,559.92,559.92,545.06,553.9,7273517,2014-06-10 05:30:00
ok,1402444800,554.74,554.74,541.12,545.88,6998375,2014-06-11 05:30:00
ok,1402531200,544.12,551.52,536.96,541.94,5430631,2014-06-12 05:30:00
ok,1402617600,544.98,548.3,531.31,535.87,6759546,2014-06-13 05:30:00
ok,1402876800,536.91,536.91,523.62,527.73,6632390,2014-06-16 05:30:00
ok,1402963200,524.08,541.52,524.08,539.91,7303220,2014-06-17 05:30:00
ok,1403049600,538.89,545.66,525.35,528.37,8866663,2014-06-18 05:30:00
ok,1403136000,531.96,532.43,510.96,516.16,10672781,2014-06-19 05:30:00
ok,1403222400,518.04,519.77,512.27,513.38,5932621,2014-06-20 05:30:00
ok,1403481600,513.63,517.54,507.19,514.11,6815570,2014-06-23 05:30:00
ok,1403568000,517.59,526.41,517.59,524.95,5487304,2014-06-24 05:30:00
ok,1403654400,523.86,524.71,519.16,520.57,4875654,2014-06-25 05:30:00
ok,1403740800,507.69,508.63,498.62,501.2,11297832,2014-06-26 05:30:00
ok,1403827200,500.26,506.94,498.87,501.3,4257568,2014-06-27 05:30:00
ok,1404086400,501.53,505.21,495.3,502.93,9532998,2014-06-30 05:30:00
ok,1404172800,503.82,505.49,498.75,499.27,4454986,2014-07-01 05:30:00
ok,1404259200,503.73,508.86,501.25,504.35,5673445,2014-07-02 05:30:00
ok,1404345600,505.21,507.69,497.04,498.52,5342043,2014-07-03 05:30:00
ok,1404432000,497.78,513.53,496.94,511.13,5979709,2014-07-04 05:30:00
ok,1404691200,511.65,513.63,505.71,508.78,6469812,2014-07-07 05:30:00
ok,1404777600,508.18,512.39,490.35,492.86,8069221,2014-07-08 05:30:00
ok,1404864000,496.3,500.21,491.59,495.78,6877807,2014-07-09 05:30:00
ok,1404950400,495.43,505.95,485.92,493.92,8583946,2014-07-10 05:30:00
ok,1405036800,492.93,496.3,477.31,478.71,8207243,2014-07-11 05:30:00
ok,1405296000,479.75,482.87,474.75,476.36,6352441,2014-07-14 05:30:00
ok,1405382400,477.18,485.4,477.01,481.54,7081774,2014-07-15 05:30:00
ok,1405468800,482.43,491.84,482.43,490.2,6441465,2014-07-16 05:30:00
ok,1405555200,489.36,494.41,485.55,486.64,4350509,2014-07-17 05:30:00
ok,1405641600,485.4,487.16,480.1,483.79,4307040,2014-07-18 05:30:00
ok,1405900800,495.3,499.27,492.86,494.15,7839625,2014-07-21 05:30:00
ok,1405987200,497.29,512.1,495.85,510.64,13148107,2014-07-22 05:30:00
ok,1406073600,512.67,515.02,505.74,511.78,6332425,2014-07-23 05:30:00
ok,1406160000,510.16,516.7,507.19,515.64,4464505,2014-07-24 05:30:00
ok,1406246400,516.06,516.75,498.8,506.13,6245289,2014-07-25 05:30:00
ok,1406505600,505.71,506.97,496.1,498.08,4325599,2014-07-28 05:30:00
ok,1406678400,497.29,500.75,491.84,498.36,8591610,2014-07-30 05:30:00
ok,1406764800,499.25,505.16,496.3,498.5,8179080,2014-07-31 05:30:00
ok,1406851200,492.83,494.81,482.92,483.57,7303791,2014-08-01 05:30:00
ok,1407110400,485.89,490.2,483.45,487.88,6771200,2014-08-04 05:30:00
ok,1407196800,487.92,489.29,480.94,487.31,5645967,2014-08-05 05:30:00
ok,1407283200,487.83,494.61,485.15,489.44,7549389,2014-08-06 05:30:00
ok,1407369600,489.86,493.67,487.06,490.01,5004573,2014-08-07 05:30:00
ok,1407456000,485.18,487.13,481.98,485.65,4208166,2014-08-08 05:30:00
ok,1407715200,487.95,488.99,484.11,485.65,3090571,2014-08-11 05:30:00
ok,1407801600,488.37,488.85,483.6,487.58,4410215,2014-08-12 05:30:00
ok,1407888000,487.03,493.62,485.4,490.43,6513496,2014-08-13 05:30:00
ok,1407974400,492.83,497.78,491.22,496.77,5566649,2014-08-14 05:30:00
ok,1408320000,495.85,502.96,494.07,501.77,3527480,2014-08-18 05:30:00
ok,1408406400,502.73,506.7,498.33,499.91,6719139,2014-08-19 05:30:00
ok,1408492800,500.75,504.45,493.01,494.49,6009689,2014-08-20 05:30:00
ok,1408579200,495.3,497.29,490.4,492.88,7591315,2014-08-21 05:30:00
ok,1408665600,495.35,498.77,492.98,494.46,3955800,2014-08-22 05:30:00
ok,1408924800,495.3,499.51,492.07,493.22,3440590,2014-08-25 05:30:00
ok,1409011200,493.32,493.8,486.88,492.02,4406498,2014-08-26 05:30:00
ok,1409097600,493.92,496.2,488.8,492.18,3872730,2014-08-27 05:30:00
ok,1409184000,492.63,497.29,492.63,494.66,7344330,2014-08-28 05:30:00
ok,1409529600,497.46,505.71,493.13,502.29,7475130,2014-09-01 05:30:00
ok,1409616000,504.47,510.94,500.56,507.09,7640949,2014-09-02 05:30:00
ok,1409702400,507.77,513.12,505.76,510.79,10117137,2014-09-03 05:30:00
ok,1409788800,509.67,512.1,504.27,508.13,4313531,2014-09-04 05:30:00
ok,1409875200,509.02,511.88,505.51,508.01,4189890,2014-09-05 05:30:00
ok,1410134400,512.1,514.8,509.17,513.98,6408752,2014-09-08 05:30:00
ok,1410220800,511.2,515.76,509.27,511.65,4230427,2014-09-09 05:30:00
ok,1410307200,509.25,509.72,501.55,503.16,4365344,2014-09-10 05:30:00
ok,1410393600,505.36,510.16,499.27,504.91,4900717,2014-09-11 05:30:00
ok,1410480000,504.47,507.19,500.98,503.03,4038071,2014-09-12 05:30:00
ok,1410739200,499.81,501.25,495.8,496.67,4032773,2014-09-15 05:30:00
ok,1410825600,496.0,497.37,483.67,485.1,6111642,2014-09-16 05:30:00
ok,1410912000,487.83,490.63,484.88,489.69,5024475,2014-09-17 05:30:00
ok,1410998400,487.88,500.26,487.23,497.73,4194623,2014-09-18 05:30:00
ok,1411084800,498.28,503.13,490.85,493.06,7923872,2014-09-19 05:30:00
ok,1411344000,491.84,493.32,489.21,491.12,3645953,2014-09-22 05:30:00
ok,1411430400,491.19,493.06,477.01,478.4,8165967,2014-09-23 05:30:00
ok,1411516800,479.7,482.48,473.21,478.0,7104330,2014-09-24 05:30:00
